elapsed_sec,MotorRPM,Speed,Speed_kmh,Distance_km
1514.484,0,0,0.0,0.0
1514.484,0,0,0.0,0.0
1514.515,0,0,0.0,0.0
1514.615,0,0,0.0,0.0
1514.618,0,0,0.0,0.0
1514.822,0,0,0.0,0.0
1514.844,0,0,0.0,0.0
1515.122,0,0,0.0,0.0
1515.325,0,0,0.0,0.0
1515.421,0,0,0.0,0.0
1515.464,0,0,0.0,0.0
1515.52,0,0,0.0,0.0
1515.821,0,0,0.0,0.0
1515.843,0,0,0.0,0.0
1515.916,0,0,0.0,0.0
1516.019,0,0,0.0,0.0
1516.022,0,0,0.0,0.0
1516.316,0,0,0.0,0.0
1516.416,0,0,0.0,0.0
1516.484,0,0,0.0,0.0
1516.515,0,0,0.0,0.0
1516.741,0,0,0.0,0.0
1516.819,0,0,0.0,0.0
1516.84,0,0,0.0,0.0
1516.918,0,0,0.0,0.0
1517.116,0,0,0.0,0.0
1517.224,0,0,0.0,0.0
1517.322,0,0,0.0,0.0
1517.484,0,0,0.0,0.0
1517.484,0,0,0.0,0.0
1517.517,0,0,0.0,0.0
1517.52,0,0,0.0,0.0
1517.615,0,0,0.0,0.0
1517.918,0,0,0.0,0.0
1517.922,0,0,0.0,0.0
1517.944,0,0,0.0,0.0
1518.121,0,0,0.0,0.0
1518.322,0,0,0.0,0.0
1518.517,0,0,0.0,0.0
1518.522,0,0,0.0,0.0
1518.821,0,0,0.0,0.0
1518.836,0,0,0.0,0.0
1518.915,0,0,0.0,0.0
1518.918,0,0,0.0,0.0
1519.036,0,0,0.0,0.0
1519.116,0,0,0.0,0.0
1519.316,0,0,0.0,0.0
1519.424,0,0,0.0,0.0
1519.528,0,0,0.0,0.0
1519.839,0,0,0.0,0.0
1520.018,0,0,0.0,0.0
1520.215,0,0,0.0,0.0
1520.316,0,0,0.0,0.0
1520.322,0,0,0.0,0.0
1520.416,0,0,0.0,0.0
1520.522,0,0,0.0,0.0
1520.534,0,0,0.0,0.0
1520.554,0,0,0.0,0.0
1520.62,0,0,0.0,0.0
1520.82,0,0,0.0,0.0
1520.832,0,0,0.0,0.0
1521.012,0,0,0.0,0.0
1521.017,0,0,0.0,0.0
1521.415,0,0,0.0,0.0
1521.415,0,0,0.0,0.0
1521.427,0,0,0.0,0.0
1521.516,0,0,0.0,0.0
1521.527,0,0,0.0,0.0
1521.819,0,0,0.0,0.0
1521.84,0,0,0.0,0.0
1521.918,0,0,0.0,0.0
1522.215,0,0,0.0,0.0
1522.215,0,0,0.0,0.0
1522.315,0,0,0.0,0.0
1522.416,0,0,0.0,0.0
1522.616,0,0,0.0,0.0
1522.616,0,0,0.0,0.0
1522.82,0,0,0.0,0.0
1522.839,0,0,0.0,0.0
1523.214,0,0,0.0,0.0
1523.315,0,0,0.0,0.0
1523.413,0,0,0.0,0.0
1523.416,0,0,0.0,0.0
1523.515,0,0,0.0,0.0
1523.516,0,0,0.0,0.0
1523.534,0,0,0.0,0.0
1523.627,0,0,0.0,0.0
1523.828,0,0,0.0,0.0
1523.847,0,0,0.0,0.0
1524.114,0,0,0.0,0.0
1524.42,0,0,0.0,0.0
1524.515,0,0,0.0,0.0
1524.515,0,0,0.0,0.0
1524.537,0,0,0.0,0.0
1524.613,0,0,0.0,0.0
1524.819,0,0,0.0,0.0
1524.841,0,0,0.0,0.0
1525.02,0,0,0.0,0.0
1525.414,0,0,0.0,0.0
1525.418,0,0,0.0,0.0
1525.454,0,0,0.0,0.0
1525.518,0,0,0.0,0.0
1525.842,0,0,0.0,0.0
1526.117,0,0,0.0,0.0
1526.32,0,0,0.0,0.0
1526.322,0,0,0.0,0.0
1526.454,0,0,0.0,0.0
1526.464,0,0,0.0,0.0
1526.504,0,0,0.0,0.0
1526.514,0,0,0.0,0.0
1526.612,0,0,0.0,0.0
1526.618,0,0,0.0,0.0
1526.822,0,0,0.0,0.0
1526.831,0,0,0.0,0.0
1526.915,0,0,0.0,0.0
1527.113,0,0,0.0,0.0
1527.219,0,0,0.0,0.0
1527.42,0,0,0.0,0.0
1527.454,0,0,0.0,0.0
1527.614,0,0,0.0,0.0
1527.614,0,0,0.0,0.0
1527.815,0,0,0.0,0.0
1527.815,0,0,0.0,0.0
1527.844,0,0,0.0,0.0
1527.919,0,0,0.0,0.0
1528.019,0,0,0.0,0.0
1528.219,0,0,0.0,0.0
1528.413,0,0,0.0,0.0
1528.514,0,0,0.0,0.0
1528.915,0,0,0.0,0.0
1529.012,0,0,0.0,0.0
1529.213,0,0,0.0,0.0
1529.313,0,0,0.0,0.0
1529.415,0,0,0.0,0.0
1529.444,0,0,0.0,0.0
1529.514,0,0,0.0,0.0
1529.612,0,0,0.0,0.0
1529.617,0,0,0.0,0.0
1529.82,0,0,0.0,0.0
1530.015,0,0,0.0,0.0
1530.224,0,0,0.0,0.0
1530.421,0,0,0.0,0.0
1530.613,0,0,0.0,0.0
1530.614,0,0,0.0,0.0
1530.915,0,0,0.0,0.0
1531.015,0,0,0.0,0.0
1531.413,0,0,0.0,0.0
1531.521,0,0,0.0,0.0
1531.818,0,0,0.0,0.0
1531.822,0,0,0.0,0.0
1532.424,0,0,0.0,0.0
1532.434,0,0,0.0,0.0
1532.619,0,0,0.0,0.0
1532.919,0,0,0.0,0.0
1533.504,0,0,0.0,0.0
1533.519,0,0,0.0,0.0
1533.618,0,0,0.0,0.0
1533.914,0,0,0.0,0.0
1534.625,0,0,0.0,0.0
1534.816,0,0,0.0,0.0
1548.84,0,0,0.0,0.0
1549.107,0,0,0.0,0.0
1549.842,0,0,0.0,0.0
1550.013,0,0,0.0,0.0
1550.207,0,0,0.0,0.0
1550.836,0,0,0.0,0.0
1550.938,0,0,0.0,0.0
1551.313,0,0,0.0,0.0
1551.407,0,0,0.0,0.0
1551.826,0,0,0.0,0.0
1552.006,0,0,0.0,0.0
1552.107,0,0,0.0,0.0
1552.307,0,0,0.0,0.0
1552.413,0,0,0.0,0.0
1552.828,0,0,0.0,0.0
1553.206,0,0,0.0,0.0
1553.21,0,0,0.0,0.0
1553.307,0,0,0.0,0.0
1553.405,0,0,0.0,0.0
1553.508,0,0,0.0,0.0
1553.826,0,0,0.0,0.0
1554.203,0,0,0.0,0.0
